sn,bonus_dividend,cash_dividend,total_dividend,book_closure_date,distribution_date,bonus_listing_date,fiscal_yr
1,8.00,5.00,13.00,2017-04-26 [Closed],,,2072/2073
2,11.00,5.00,16.00,2016-02-17 [Closed],2017-02-02,,2071/2072
3,25.00,,25.00,2015-03-04 [Closed],2015-07-04,,2070/2071
