sn,bonus_dividend,cash_dividend,total_dividend,book_closure_date,distribution_date,bonus_listing_date,fiscal_yr
1,14.00,2.00,16.00,2020-12-30 [Closed],,2021-03-17,2076/2077
2,12.75,12.75,25.5,2019-11-07 [Closed],,2020-01-07,2075/2076
3,16.00,0.00,16.00,2018-12-28 [Closed],,,2074/2075
4,10.00,10.00,20.00,2017-10-25 [Closed],,,2073/2074
5,16.00,,16.00,2017-03-20 [Closed],,,2072/2073
6,23.00,,23.00,2015-10-29 [Closed],2015-12-28,,2071/2072
7,21.00,4.00,25.00,2014-09-26 [Closed],2014-10-26,,2070/2071
8,15.00,,15.00,2013-12-18 [Closed],2014-02-08,,2069/2070
9,3.00,10.00,13.00,2012-12-31 [Closed],2013-02-04,,2068/2069
